diff_P3_P2,diff_P6_P4,diff_P9_P7,diff_P10_P8,diff_P11_P5,diff_P14_P12,diff_P15_P13,diff_P20_P18,diff_P21_P19,diff_P23_P22,diff_P28_P26,diff_P29_P27,diff_P31_P30,diff_P33_P32,diff_T3_T2,diff_T6_T4,diff_T9_T7,diff_T10_T8,diff_T11_T5,diff_T14_T12,diff_T15_T13,diff_T20_T18,diff_T21_T19,diff_T23_T22,diff_T28_T26,diff_T29_T27,diff_T31_T30,diff_T33_T32,diff_P18_P16,diff_P19_P17,diff_P26_P24,diff_P27_P25
0.04737,0.05971,0.07053,0.03549,0.03566,0.04379,0.04917,0.02254,0.04437,0.03682,0.03915,0.03915,0.02215,0.85412,0.23959,0.42424,0.50203,1.9265,0.55256,0.72129,1.87108,1.55338,0.43683,0.34362,1.51725,0.62933,0.44696,0.17664,0.89537,0.83885,0.90371,0.90903
0.04704,0.05976,0.0705,0.03564,0.03507,0.0426,0.04918,0.02263,0.04436,0.03684,0.03909,0.03909,0.02179,0.84819,0.24044,0.42409,0.50213,1.92218,0.5573,0.73135,1.86306,1.54982,0.43692,0.34348,1.51068,0.63823,0.45063,0.17738,0.90132,0.84509,0.91095,0.91746
0.04669,0.05951,0.07003,0.0358,0.03466,0.0418,0.04918,0.02273,0.04406,0.0367,0.03902,0.03902,0.02154,0.8418,0.24137,0.42498,0.50383,1.91772,0.56067,0.73841,1.85844,1.54615,0.43841,0.34418,1.50692,0.64447,0.45325,0.1782,0.90819,0.85297,0.91841,0.92573
0.04645,0.05896,0.06905,0.03608,0.03467,0.04178,0.04919,0.0229,0.04345,0.03636,0.03898,0.03898,0.02154,0.83746,0.242,0.42699,0.50743,1.91033,0.5606,0.73853,1.85685,1.54008,0.44159,0.34572,1.50561,0.64459,0.45318,0.17878,0.91321,0.86001,0.92302,0.93035
0.04588,0.05788,0.06733,0.0362,0.03452,0.04202,0.04919,0.02298,0.04238,0.0357,0.03887,0.03887,0.02145,0.82707,0.24355,0.43105,0.51393,1.90684,0.56179,0.73636,1.88275,1.53729,0.4473,0.3489,1.52723,0.6427,0.4543,0.18022,0.92569,0.87547,0.93431,0.94141
0.04326,0.05482,0.06309,0.03548,0.03239,0.03954,0.04925,0.02253,0.03973,0.03384,0.03838,0.03838,0.02015,0.77954,0.25098,0.44319,0.53105,1.92589,0.58034,0.75928,1.95099,1.55345,0.46239,0.35857,1.58465,0.66309,0.46938,0.18705,0.98186,0.93733,0.98828,0.99789
0.03985,0.0505,0.05735,0.03409,0.02988,0.03639,0.0493,0.02166,0.03613,0.03121,0.03774,0.03774,0.01861,0.71768,0.26175,0.46215,0.55719,1.96513,0.6048,0.79153,2.02851,1.58659,0.48548,0.37371,1.65019,0.69184,0.48917,0.19679,1.05626,1.01876,1.05813,1.07092
0.03774,0.04752,0.05361,0.03271,0.02856,0.03495,0.04934,0.02081,0.0338,0.02939,0.03734,0.03734,0.0178,0.67938,0.26914,0.47672,0.57639,2.00641,0.61895,0.80752,2.08948,1.62135,0.50246,0.3854,1.70173,0.70615,0.50073,0.20344,1.10363,1.06995,1.101,1.11524
0.03662,0.04561,0.05127,0.03175,0.02812,0.03453,0.04936,0.0202,0.03233,0.02823,0.03714,0.03714,0.01753,0.65913,0.2733,0.48682,0.58951,2.03711,0.62384,0.81257,2.1136,1.64719,0.51407,0.3935,1.72217,0.71068,0.50476,0.20718,1.1296,1.09814,1.12324,1.13793
0.03608,0.0442,0.04947,0.03115,0.02828,0.0348,0.04936,0.01983,0.03121,0.02738,0.03704,0.03704,0.01764,0.64922,0.27541,0.49469,0.60016,2.05652,0.62195,0.8093,2.11247,1.66357,0.5235,0.39979,1.72123,0.70779,0.50328,0.20907,1.14325,1.11373,1.13352,1.14793
0.03608,0.04337,0.04829,0.03106,0.02897,0.03569,0.04935,0.01978,0.03047,0.02687,0.03704,0.03704,0.01806,0.64931,0.27539,0.49952,0.60756,2.05964,0.6144,0.79905,2.09047,1.66627,0.53002,0.4036,1.70261,0.69868,0.49721,0.20909,1.14464,1.11689,1.13233,1.14586
0.0366,0.0432,0.04796,0.03121,0.03002,0.03704,0.04934,0.01986,0.03026,0.02677,0.03715,0.03715,0.0187,0.65865,0.2734,0.50055,0.60968,2.05448,0.60321,0.78437,2.05466,1.66195,0.53189,0.40436,1.6723,0.68561,0.48816,0.20735,1.13482,1.10784,1.1207,1.13288
0.03745,0.04346,0.04815,0.03155,0.03136,0.03868,0.04931,0.02008,0.03039,0.02692,0.03731,0.03731,0.01952,0.67418,0.27019,0.49907,0.60844,2.04299,0.58998,0.76741,2.0098,1.65228,0.53077,0.40313,1.63439,0.67051,0.47745,0.20451,1.11748,1.09074,1.10205,1.11257
0.03786,0.04361,0.04825,0.03182,0.03195,0.03905,0.0493,0.02025,0.03045,0.02702,0.03739,0.03739,0.01988,0.6815,0.26871,0.49816,0.60781,2.0344,0.58431,0.76382,1.96782,1.64507,0.5302,0.40235,1.59915,0.66728,0.4727,0.20316,1.10907,1.0826,1.09331,1.10346
0.03794,0.04359,0.04812,0.03201,0.03214,0.03892,0.0493,0.02036,0.03036,0.027,0.03741,0.03741,0.01999,0.68308,0.26839,0.49833,0.60869,2.02827,0.58261,0.76514,1.94103,1.63996,0.53097,0.40245,1.57673,0.66844,0.47118,0.20284,1.10716,1.08121,1.09134,1.10161
0.03808,0.04353,0.04791,0.0323,0.03242,0.03904,0.0493,0.02054,0.03023,0.02697,0.03743,0.03743,0.02017,0.68553,0.26791,0.49861,0.61005,2.01906,0.57996,0.76392,1.91939,1.6323,0.53217,0.40261,1.55861,0.66733,0.46894,0.20238,1.10419,1.07904,1.08827,1.09842
0.03837,0.04349,0.04775,0.03247,0.033,0.0396,0.04928,0.02066,0.03013,0.02694,0.03749,0.03749,0.02052,0.69081,0.26687,0.49889,0.6111,2.01333,0.57477,0.75852,1.89455,1.62751,0.53308,0.40279,1.53777,0.66253,0.4647,0.20144,1.0984,1.07381,1.08173,1.09132
0.03874,0.0435,0.0477,0.0326,0.03367,0.0403,0.04927,0.02074,0.0301,0.02694,0.03756,0.03756,0.02093,0.69752,0.26556,0.49886,0.61142,2.00946,0.56886,0.75188,1.86929,1.62426,0.53336,0.40273,1.51657,0.65661,0.45987,0.20027,1.09111,1.0668,1.07352,1.08241
0.0391,0.0435,0.04769,0.0326,0.03434,0.04104,0.04927,0.02073,0.0301,0.02694,0.03763,0.03763,0.02134,0.7041,0.2643,0.49887,0.61146,2.00945,0.56314,0.74511,1.84665,1.62423,0.53338,0.40274,1.49759,0.6506,0.45523,0.19915,1.08418,1.05987,1.06545,1.0736
0.0392,0.04333,0.04751,0.03247,0.03465,0.04131,0.04926,0.02066,0.02999,0.02684,0.03765,0.03765,0.02153,0.70578,0.26398,0.49983,0.61261,2.01336,0.5605,0.74264,1.83253,1.62749,0.5344,0.40352,1.48578,0.6484,0.45305,0.19887,1.08287,1.05865,1.06316,1.07103
0.03919,0.04325,0.0474,0.03245,0.03472,0.04129,0.04926,0.02065,0.02992,0.02679,0.03765,0.03765,0.02158,0.70565,0.264,0.50033,0.61335,2.01394,0.55999,0.74276,1.82648,1.62799,0.53505,0.4039,1.48074,0.6485,0.4526,0.19888,1.08316,1.0591,1.06318,1.07107
0.03924,0.04322,0.04735,0.0325,0.03485,0.04143,0.04926,0.02067,0.02988,0.02678,0.03766,0.03766,0.02166,0.70665,0.26381,0.50049,0.61372,2.01291,0.55894,0.74157,1.82207,1.62713,0.53538,0.40403,1.47704,0.64744,0.45174,0.19871,1.08209,1.05818,1.06191,1.06967
0.03927,0.04317,0.04727,0.03251,0.03495,0.04151,0.04926,0.02068,0.02983,0.02674,0.03767,0.03767,0.02171,0.70718,0.26371,0.5008,0.61426,2.01238,0.55812,0.7408,1.81777,1.62669,0.53586,0.40426,1.47346,0.64675,0.45107,0.19861,1.0816,1.05784,1.0612,1.06887
0.03926,0.04316,0.04727,0.0325,0.03493,0.04131,0.04926,0.02067,0.02983,0.02674,0.03766,0.03766,0.0217,0.70695,0.26376,0.50083,0.61428,2.01273,0.55827,0.7426,1.80947,1.62699,0.53588,0.40429,1.46656,0.64835,0.45113,0.19864,1.08187,1.05809,1.06148,1.06934
0.03942,0.04345,0.04758,0.03269,0.03498,0.04118,0.04926,0.02079,0.03002,0.02692,0.03769,0.03769,0.02174,0.70989,0.2632,0.49917,0.61221,2.00674,0.55787,0.74379,1.79884,1.62195,0.53404,0.40295,1.4577,0.64939,0.45073,0.19812,1.078,1.05403,1.05826,1.06625
0.03979,0.04392,0.04805,0.03318,0.03522,0.04143,0.04925,0.02109,0.03032,0.02721,0.03776,0.03776,0.02188,0.71649,0.26197,0.49636,0.60919,1.9918,0.55588,0.74159,1.79031,1.60944,0.53136,0.40066,1.45055,0.64742,0.44911,0.19699,1.06949,1.04553,1.05085,1.0586
0.04036,0.04458,0.04882,0.03357,0.0357,0.04208,0.04924,0.02135,0.03081,0.0276,0.03787,0.03787,0.02217,0.72689,0.26006,0.49263,0.60436,1.97974,0.55205,0.7358,1.78213,1.5993,0.52708,0.39766,1.44365,0.64227,0.44604,0.19527,1.05683,1.03228,1.03902,1.04611
0.04093,0.04509,0.04943,0.03386,0.03632,0.04299,0.04923,0.02151,0.03118,0.02792,0.03798,0.03798,0.02255,0.73732,0.25818,0.48979,0.6006,1.97156,0.54726,0.72797,1.77499,1.59241,0.52374,0.39538,1.4376,0.63533,0.44223,0.19359,1.04457,1.01948,1.02694,1.03311
0.04107,0.04522,0.04959,0.03393,0.03643,0.04311,0.04923,0.02156,0.03128,0.028,0.038,0.038,0.02263,0.7397,0.25776,0.48904,0.59962,1.96917,0.54632,0.72693,1.77091,1.5904,0.52288,0.39478,1.43419,0.6344,0.44146,0.19321,1.04172,1.0165,1.02421,1.03026
0.0401,0.04493,0.04933,0.03361,0.03491,0.0407,0.04925,0.02136,0.03112,0.02782,0.03782,0.03782,0.02169,0.72217,0.26092,0.49063,0.60122,1.97894,0.55846,0.7482,1.78172,1.59861,0.52431,0.3961,1.44344,0.65325,0.45106,0.19599,1.0612,1.03587,1.04531,1.05376
0.03891,0.04437,0.04872,0.03315,0.03323,0.03827,0.04928,0.02108,0.03074,0.02747,0.03759,0.03759,0.02066,0.70068,0.26495,0.4938,0.60497,1.99249,0.57275,0.77181,1.80287,1.61003,0.52765,0.39867,1.46135,0.6742,0.46242,0.19956,1.0855,1.06043,1.07087,1.08176
0.03816,0.04393,0.04826,0.03273,0.03224,0.03701,0.04929,0.02081,0.03045,0.02721,0.03744,0.03744,0.02006,0.68701,0.26761,0.49635,0.60778,2.00531,0.58167,0.78489,1.82469,1.6208,0.53016,0.40076,1.47971,0.68584,0.46958,0.20193,1.1013,1.07628,1.08699,1.09916
0.03789,0.04376,0.04812,0.03251,0.0319,0.03669,0.0493,0.02068,0.03037,0.0271,0.0374,0.0374,0.01985,0.68216,0.26858,0.49733,0.60867,2.01224,0.58482,0.78828,1.83858,1.62661,0.53095,0.40157,1.49135,0.68886,0.47216,0.2028,1.10704,1.0819,1.09269,1.10517
0.03774,0.0437,0.04799,0.03261,0.03166,0.0364,0.0493,0.02074,0.03028,0.02707,0.03737,0.03737,0.0197,0.67932,0.26915,0.49764,0.6095,2.00899,0.58707,0.79141,1.84488,1.62392,0.53169,0.4018,1.49665,0.69165,0.47397,0.20329,1.10996,1.08519,1.09609,1.10887
0.03768,0.04382,0.04796,0.03301,0.03147,0.036,0.04931,0.02099,0.03027,0.02714,0.03735,0.03735,0.01959,0.67835,0.26934,0.49699,0.60969,1.99663,0.5889,0.79587,1.8406,1.61362,0.53186,0.40121,1.49312,0.6956,0.47536,0.20342,1.11016,1.08608,1.09743,1.11061
0.03817,0.04432,0.04836,0.03376,0.03191,0.03644,0.0493,0.02145,0.03051,0.02745,0.03744,0.03744,0.01986,0.68714,0.26759,0.49404,0.60723,1.97418,0.58473,0.79102,1.82417,1.59486,0.52966,0.39877,1.47933,0.69127,0.47197,0.20182,1.09888,1.07536,1.08738,1.10011
0.03948,0.04569,0.04963,0.03527,0.03311,0.03802,0.04927,0.02239,0.03131,0.02829,0.03769,0.03769,0.02059,0.71087,0.26302,0.48641,0.59936,1.9307,0.57379,0.77428,1.80068,1.55849,0.52266,0.39252,1.45952,0.67638,0.46321,0.19772,1.06921,1.04607,1.06021,1.07134
0.04046,0.04691,0.05082,0.03651,0.03384,0.03904,0.04926,0.02317,0.03206,0.02902,0.03787,0.03787,0.02104,0.72866,0.25974,0.47993,0.59229,1.89719,0.56736,0.76422,1.78813,1.5305,0.51639,0.38723,1.44891,0.66743,0.45806,0.19475,1.04651,1.02345,1.0401,1.05023
0.04086,0.04739,0.05125,0.03706,0.03415,0.03953,0.04925,0.02351,0.03232,0.02932,0.03795,0.03795,0.02123,0.73587,0.25844,0.47744,0.58978,1.88262,0.56471,0.75941,1.78633,1.51835,0.51416,0.3852,1.44734,0.66316,0.45597,0.19358,1.03724,1.01439,1.03193,1.04155
0.04119,0.04779,0.05164,0.03746,0.03442,0.03993,0.04924,0.02376,0.03257,0.02957,0.03801,0.03801,0.0214,0.74187,0.25738,0.4754,0.58751,1.87254,0.56252,0.75553,1.78449,1.50994,0.51215,0.38353,1.44575,0.65971,0.45424,0.1926,1.02963,1.00677,1.02512,1.03434
0.04152,0.04822,0.05212,0.03778,0.03466,0.0403,0.04924,0.02395,0.03286,0.02983,0.03808,0.03808,0.02154,0.74795,0.25631,0.47325,0.58484,1.86443,0.56052,0.75206,1.78227,1.50316,0.50978,0.38179,1.44385,0.65663,0.45265,0.19164,1.02202,0.99892,1.01826,1.02711
0.04164,0.04858,0.05269,0.0377,0.03457,0.04003,0.04923,0.0239,0.03322,0.03005,0.0381,0.0381,0.02148,0.75009,0.25594,0.47144,0.58163,1.86661,0.5613,0.75455,1.77732,1.50493,0.50695,0.38039,1.43974,0.65882,0.45322,0.1913,1.01932,0.99516,1.01614,1.02525
0.04186,0.0495,0.05412,0.03753,0.03418,0.03933,0.04924,0.02381,0.03412,0.0306,0.03814,0.03814,0.02124,0.75402,0.25526,0.46692,0.57379,1.87098,0.56454,0.76138,1.77475,1.50845,0.50004,0.37688,1.43766,0.66486,0.45572,0.19067,1.01397,0.98723,1.01258,1.02239
0.04214,0.05076,0.0555,0.03853,0.03364,0.03841,0.04924,0.02442,0.03498,0.03138,0.03818,0.03818,0.02092,0.75911,0.25439,0.46093,0.56662,1.8462,0.56917,0.77048,1.77483,1.4878,0.4937,0.37205,1.43778,0.67291,0.45934,0.18981,1.00497,0.97762,1.00802,1.01874
0.04261,0.05196,0.05633,0.0404,0.03351,0.03818,0.04924,0.02559,0.0355,0.0321,0.03827,0.03827,0.02083,0.76768,0.25294,0.45551,0.56237,1.8022,0.57033,0.7728,1.7746,1.45128,0.48994,0.36753,1.43759,0.67495,0.46024,0.18841,0.99101,0.96533,0.99912,1.01006
0.04289,0.05258,0.05637,0.04221,0.03352,0.03811,0.04923,0.0267,0.03552,0.03248,0.03832,0.03832,0.02084,0.77285,0.25208,0.45276,0.56219,1.7625,0.57029,0.77361,1.77045,1.41841,0.48975,0.36514,1.43412,0.67565,0.46017,0.18755,0.98167,0.95883,0.9936,1.00462
0.04304,0.05285,0.05628,0.04329,0.03353,0.03797,0.04923,0.02737,0.03546,0.03265,0.03834,0.03834,0.02085,0.77541,0.25166,0.45152,0.56266,1.74007,0.57011,0.77504,1.76193,1.39987,0.49016,0.36402,1.42703,0.67691,0.45996,0.18712,0.97679,0.95583,0.99085,1.00201
0.04322,0.05285,0.05628,0.04328,0.03387,0.0383,0.04923,0.02737,0.03547,0.03265,0.03838,0.03838,0.02106,0.77879,0.2511,0.45155,0.56267,1.74033,0.56726,0.77162,1.75126,1.40008,0.49017,0.36404,1.41811,0.67386,0.45765,0.18661,0.97324,0.95226,0.98672,0.99753
0.04349,0.05278,0.0564,0.04278,0.03438,0.03895,0.04922,0.02706,0.03554,0.03261,0.03844,0.03844,0.02137,0.78357,0.25032,0.45186,0.56205,1.75037,0.56287,0.76514,1.74054,1.40836,0.48962,0.36435,1.40913,0.66811,0.45412,0.18593,0.9691,0.94714,0.9808,0.99097
0.04403,0.0532,0.05713,0.04251,0.03502,0.03974,0.04921,0.0269,0.03601,0.03285,0.03853,0.03853,0.02176,0.79355,0.24872,0.45007,0.55841,1.75624,0.55764,0.75748,1.72745,1.41315,0.48641,0.36298,1.39815,0.66132,0.44992,0.1845,0.95836,0.93477,0.96918,0.97856
0.04448,0.05373,0.05793,0.04244,0.03538,0.04012,0.04921,0.02685,0.0365,0.03318,0.03862,0.03862,0.02198,0.8017,0.24743,0.44781,0.5545,1.75781,0.5547,0.75394,1.71656,1.41438,0.48296,0.36122,1.38904,0.65816,0.44753,0.18333,0.94903,0.92404,0.95992,0.96892
0.0448,0.05425,0.05868,0.04249,0.03551,0.04017,0.04919,0.02688,0.03696,0.0335,0.03868,0.03868,0.02206,0.80741,0.24654,0.44558,0.55094,1.75668,0.55369,0.75338,1.70978,1.4134,0.47982,0.35946,1.38339,0.65764,0.44668,0.1825,0.94208,0.91598,0.95364,0.96257
0.04488,0.05444,0.05897,0.0425,0.03549,0.04007,0.0492,0.02688,0.03714,0.03362,0.0387,0.0387,0.02205,0.80888,0.24631,0.44476,0.54961,1.75668,0.55381,0.75444,1.70583,1.41337,0.47864,0.35883,1.38012,0.65858,0.44674,0.18229,0.94022,0.91365,0.9521,0.96114
0.0432,0.05226,0.05617,0.04169,0.0343,0.03862,0.04923,0.02639,0.0354,0.03229,0.03839,0.03839,0.02132,0.77841,0.25116,0.45415,0.56324,1.77365,0.56355,0.76851,1.73095,1.42763,0.49068,0.36628,1.40121,0.6711,0.45457,0.18672,0.97713,0.95379,0.98642,0.99692
0.04075,0.04875,0.0517,0.04034,0.03283,0.03702,0.04927,0.02554,0.0326,0.03016,0.03792,0.03792,0.02043,0.73395,0.25878,0.47057,0.58723,1.8033,0.57628,0.78492,1.77323,1.45256,0.51189,0.37931,1.43666,0.68574,0.46491,0.19363,1.03181,1.0135,1.03608,1.0482
0.0391,0.0467,0.04924,0.03924,0.03158,0.03553,0.0493,0.02486,0.03107,0.0289,0.03761,0.03761,0.01966,0.704,0.26431,0.481,0.6018,1.82862,0.58781,0.80129,1.80433,1.47379,0.52478,0.38764,1.46282,0.70033,0.47419,0.19859,1.06846,1.05234,1.06995,1.08358
0.03831,0.04598,0.04847,0.03864,0.03076,0.03457,0.04931,0.02449,0.03058,0.02847,0.03746,0.03746,0.01916,0.6896,0.2671,0.48481,0.60656,1.84269,0.59576,0.81241,1.82664,1.48555,0.529,0.39072,1.48158,0.71024,0.4806,0.20108,1.08574,1.06991,1.08658,1.10118
0.03804,0.04572,0.04814,0.03853,0.03052,0.03433,0.04931,0.02442,0.03038,0.0283,0.03741,0.03741,0.019,0.68482,0.26804,0.48626,0.60866,1.84537,0.59826,0.81512,1.83713,1.48782,0.53087,0.39187,1.49038,0.71267,0.48264,0.20193,1.09139,1.07592,1.09208,1.10691
0.03827,0.04577,0.04811,0.03875,0.0309,0.03496,0.04931,0.02456,0.03035,0.02833,0.03746,0.03746,0.01923,0.68905,0.26721,0.48601,0.60888,1.84,0.59451,0.80768,1.83714,1.48336,0.53106,0.39163,1.4903,0.70605,0.47971,0.2012,1.0865,1.07145,1.08697,1.10117
0.03897,0.04621,0.04848,0.03932,0.03178,0.03592,0.04929,0.02492,0.03059,0.0286,0.03759,0.03759,0.01978,0.70173,0.26475,0.48364,0.60652,1.82644,0.58601,0.79687,1.80828,1.47205,0.52895,0.38969,1.46609,0.69642,0.47283,0.19899,1.07149,1.05675,1.07206,1.0853
0.04051,0.04764,0.04985,0.04082,0.03335,0.03718,0.04926,0.02584,0.03145,0.02947,0.03789,0.03789,0.02073,0.72968,0.25955,0.47621,0.5981,1.79207,0.57173,0.78323,1.73908,1.44339,0.52147,0.38365,1.40824,0.68421,0.46108,0.19426,1.03733,1.02278,1.03981,1.05177
0.04198,0.04928,0.05153,0.04235,0.03461,0.03822,0.04923,0.0268,0.0325,0.03047,0.03816,0.03816,0.02151,0.75633,0.25486,0.46803,0.58824,1.75909,0.56101,0.77248,1.6899,1.41591,0.51273,0.37703,1.36719,0.67462,0.45227,0.18998,1.00413,0.98934,1.00944,1.02034
0.04255,0.04983,0.05208,0.04288,0.03516,0.03852,0.04922,0.02713,0.03284,0.03081,0.03827,0.03827,0.02185,0.76662,0.25312,0.46539,0.58512,1.74793,0.55644,0.76955,1.66209,1.40662,0.50996,0.37489,1.34405,0.67198,0.44846,0.18836,0.99153,0.97672,0.99759,1.00819
0.04285,0.05001,0.05217,0.04332,0.03553,0.03841,0.04922,0.02739,0.0329,0.03092,0.03832,0.03832,0.02208,0.77202,0.25222,0.46448,0.58465,1.73924,0.55343,0.77067,1.63133,1.39942,0.50953,0.37412,1.31852,0.67293,0.44585,0.18749,0.98486,0.97058,0.99126,1.00195
0.04311,0.05045,0.0525,0.04394,0.03564,0.0381,0.04921,0.02779,0.03311,0.03118,0.03837,0.03837,0.02214,0.77675,0.25144,0.46244,0.58275,1.7265,0.5526,0.77386,1.6114,1.38886,0.50785,0.37244,1.30202,0.67573,0.44501,0.18672,0.97815,0.96436,0.98606,0.99706
0.04345,0.05077,0.05277,0.04437,0.03597,0.03828,0.04921,0.02805,0.03328,0.03138,0.03844,0.03844,0.02234,0.78286,0.25044,0.46094,0.58124,1.71807,0.54997,0.77205,1.59661,1.38187,0.50651,0.37121,1.28974,0.6741,0.44283,0.1858,0.97051,0.95696,0.97902,0.98984
0.04371,0.05096,0.05301,0.04444,0.03628,0.03861,0.0492,0.02809,0.03343,0.03149,0.03849,0.03849,0.02253,0.7876,0.24967,0.46008,0.57992,1.71667,0.54755,0.76878,1.58935,1.38069,0.50535,0.37052,1.28368,0.67119,0.44088,0.1851,0.9651,0.95128,0.97348,0.98397
0.04368,0.051,0.05318,0.04425,0.03618,0.03847,0.0492,0.02797,0.03353,0.03152,0.03848,0.03848,0.02247,0.78702,0.24976,0.45985,0.57905,1.72062,0.54833,0.77016,1.59027,1.38395,0.50458,0.37037,1.28446,0.67242,0.44149,0.18519,0.96595,0.95155,0.97426,0.98488
0.0436,0.05106,0.05332,0.04408,0.03602,0.03837,0.0492,0.02787,0.03362,0.03156,0.03847,0.03847,0.02237,0.78572,0.24997,0.45961,0.57825,1.72383,0.54966,0.77112,1.59762,1.38659,0.50387,0.37021,1.29056,0.67327,0.44259,0.18539,0.96749,0.9526,0.97591,0.98663
0.04333,0.05097,0.05323,0.044,0.03558,0.03809,0.04921,0.02782,0.03356,0.03151,0.03841,0.03841,0.02211,0.78066,0.25079,0.46001,0.57872,1.72533,0.55304,0.77395,1.61467,1.38785,0.5043,0.37052,1.30472,0.6758,0.44538,0.18615,0.97309,0.95822,0.98198,0.99299
0.043,0.05092,0.05318,0.04393,0.03506,0.03793,0.04922,0.02777,0.03353,0.03147,0.03835,0.03835,0.02178,0.77479,0.25176,0.46026,0.57898,1.72673,0.55731,0.77548,1.64485,1.38903,0.50454,0.37074,1.32976,0.67719,0.44899,0.18706,0.9795,0.96458,0.98908,1.00025
0.04277,0.05093,0.05328,0.04373,0.03463,0.03789,0.04922,0.02766,0.0336,0.03147,0.0383,0.0383,0.02152,0.77055,0.25246,0.46021,0.57839,1.73075,0.56081,0.77586,1.67359,1.39236,0.50403,0.37073,1.35362,0.67757,0.45196,0.18773,0.98427,0.96887,0.99427,1.00549
0.0427,0.05127,0.05387,0.0435,0.03425,0.03766,0.04923,0.02751,0.03396,0.03168,0.03828,0.03828,0.02129,0.76939,0.25265,0.45867,0.57521,1.73546,0.56406,0.77829,1.69177,1.39622,0.50122,0.36956,1.36875,0.67974,0.45465,0.18792,0.98533,0.96861,0.99613,1.00758
0.0428,0.05165,0.05451,0.0433,0.0341,0.03762,0.04923,0.02738,0.03436,0.03192,0.0383,0.0383,0.0212,0.77113,0.25236,0.45692,0.57177,1.73951,0.56528,0.77866,1.70101,1.39952,0.49819,0.36822,1.37642,0.68007,0.45568,0.18767,0.9832,0.96512,0.9945,1.00599
0.04292,0.052,0.05511,0.0431,0.03402,0.03769,0.04923,0.02726,0.03473,0.03213,0.03832,0.03832,0.02115,0.7733,0.25201,0.45533,0.56862,1.7436,0.56591,0.77795,1.70992,1.40286,0.49542,0.36701,1.38381,0.67945,0.45626,0.18737,0.98067,0.96131,0.99232,1.00374
0.0431,0.05245,0.05599,0.04264,0.03396,0.03776,0.04923,0.02698,0.03529,0.0324,0.03836,0.03836,0.02111,0.7765,0.25148,0.4533,0.56413,1.75332,0.5664,0.77725,1.71747,1.41084,0.49145,0.3655,1.39007,0.67883,0.4567,0.18692,0.97731,0.95579,0.989,1.00036
0.04311,0.0527,0.05671,0.04188,0.0338,0.03773,0.04923,0.02651,0.03574,0.03255,0.03836,0.03836,0.02101,0.77679,0.25143,0.45222,0.5605,1.76958,0.56786,0.7775,1.72962,1.42424,0.48827,0.36475,1.40018,0.67905,0.45793,0.18692,0.97784,0.95393,0.98896,1.00034
0.0419,0.05099,0.05498,0.0403,0.03304,0.03744,0.04925,0.02552,0.03465,0.03152,0.03813,0.03813,0.02055,0.75482,0.25512,0.45988,0.56933,1.80449,0.57444,0.78052,1.77673,1.45329,0.49608,0.37097,1.43947,0.68181,0.46348,0.19036,1.00628,0.98262,1.01355,1.02524
0.04007,0.04812,0.05159,0.03857,0.03216,0.03706,0.04928,0.02445,0.03254,0.02976,0.03779,0.03779,0.02001,0.72171,0.261,0.47374,0.58781,1.84478,0.58243,0.78448,1.83407,1.48697,0.51242,0.38207,1.48742,0.68542,0.4702,0.19576,1.04859,1.02761,1.05019,1.0623
0.03888,0.04641,0.04983,0.03706,0.03143,0.03667,0.04929,0.02351,0.03143,0.02873,0.03758,0.03758,0.01956,0.69998,0.26508,0.48253,0.59818,1.88244,0.5893,0.78845,1.88191,1.51842,0.52161,0.3892,1.52747,0.68902,0.47597,0.1995,1.07665,1.05609,1.07447,1.08697
0.03835,0.04567,0.04921,0.0361,0.0311,0.03668,0.04931,0.02291,0.03105,0.02827,0.03747,0.03747,0.01936,0.69042,0.26694,0.48651,0.60196,1.90791,0.59245,0.78833,1.91475,1.53965,0.52497,0.39247,1.55495,0.68896,0.4787,0.20123,1.08948,1.06836,1.08518,1.09768
0.03842,0.04542,0.04908,0.03561,0.03143,0.03753,0.0493,0.02261,0.03096,0.02812,0.03748,0.03748,0.01956,0.69165,0.2667,0.48787,0.60276,1.9211,0.5893,0.7792,1.9321,1.55062,0.52568,0.39362,1.56937,0.68088,0.47635,0.20109,1.08936,1.06768,1.08335,1.095
0.03904,0.04545,0.04916,0.03549,0.03252,0.03947,0.04928,0.02253,0.03101,0.02814,0.03761,0.03761,0.02023,0.7029,0.26453,0.48775,0.60222,1.92445,0.57905,0.75976,1.93387,1.55336,0.52519,0.39354,1.57061,0.66363,0.46832,0.19923,1.07765,1.05564,1.06962,1.07934
0.04017,0.04591,0.04966,0.03583,0.0342,0.04203,0.04926,0.02275,0.03133,0.02841,0.03783,0.03783,0.02125,0.72351,0.26067,0.48531,0.59917,1.9152,0.56439,0.73614,1.91308,1.54556,0.52248,0.39154,1.5529,0.64268,0.45664,0.19584,1.05464,1.03237,1.04502,1.05218
0.04189,0.04714,0.05113,0.03655,0.03626,0.04466,0.04922,0.02319,0.03225,0.02917,0.03816,0.03816,0.02252,0.75465,0.25515,0.47878,0.5905,1.89626,0.54769,0.71412,1.85995,1.52962,0.51478,0.3863,1.50821,0.62313,0.44314,0.19086,1.01867,0.99517,1.00857,1.01309
